ID,POINT_BALANCE
30564,1.16
30565,1.067
30566,0.983
30567,0.97
30568,1.033
30569,1.076
30570,1.088
30571,1.278
30572,1.194
30573,1.16
30574,1.16
30575,1.055
30576,1.13
30577,1.109
30578,1.16
30579,1.046
30580,1.223
30581,1.329
30582,1.278
30583,1.097
30584,1.19
30585,1.308
30586,1.215
30587,1.139
30588,1.046
30589,1.139
30590,1.13
30591,1.413
30592,1.783
30593,1.479
30594,1.609
30595,1.74
30596,1.044
30597,1.174
30598,1.392
30599,1.342
30600,1.452
30601,1.408
30602,1.672
30603,1.474
30604,1.54
30605,1.562
30606,1.496
30607,1.672
30608,1.474
30609,1.452
30610,1.496
30611,1.408
30612,1.43
30613,1.584
30614,1.584
30615,1.496
30616,1.496
30617,1.496
30618,1.628
30619,1.452
30620,1.738
30621,1.386
30622,1.32
30623,1.496
30624,1.408
30625,1.43
30626,1.474
30627,1.562
30628,1.32
30629,1.386
30630,1.474
30631,1.496
30632,1.672
30633,1.474
30634,1.364
30635,1.474
30636,1.43
30637,1.496
30638,1.43
30639,1.43
30640,1.474
30641,1.43
30642,1.188
30643,1.628
30644,1.716
30645,1.298
30646,1.298
30647,1.694
30648,1.628
30649,1.364
30650,1.386
30651,1.584
30652,1.452
30653,1.386
30654,1.496
30655,1.672
30656,1.386
30657,1.364
30658,1.32
30659,1.342
30660,1.32
30661,1.364
30662,1.452
30663,1.518
30664,1.364
30665,1.518
30666,1.386
30667,1.452
30668,1.386
30669,1.518
30670,1.518
30671,1.408
30672,1.452
30673,1.672
30674,1.408
30675,1.32
30676,0.99
30677,1.43
30678,1.408
30679,1.342
30680,1.562
30681,1.43
30682,1.43
30683,1.672
30684,1.342
30685,1.276
30686,1.452
30687,1.43
30688,1.43
30689,1.364
30690,1.1
30691,1.562
30692,1.584
30693,1.276
30694,1.452
30695,1.32
30696,1.606
30697,1.32
30698,1.496
30699,1.43
30700,1.298
30701,1.32
30702,1.408
30703,1.364
30704,1.21
30705,1.232
30706,1.298
30707,1.342
30708,1.518
30709,1.342
30710,1.298
30711,1.474
30712,1.386
30713,1.364
30714,1.354
30715,1.044
30716,0.851
30717,1.539
30718,1.56
30719,1.646
30720,1.677
30721,1.139
30722,1.505
30723,1.655
30724,1.56
30725,1.72
30726,1.775
30727,1.754
30728,1.505
30729,1.655
30730,1.711
30731,1.517
30732,1.56
30733,1.569
30734,1.216
30735,1.41
30736,1.419
30737,1.354
30738,1.526
30739,1.668
30740,1.668
30741,1.827
30742,1.526
30743,1.333
30744,1.41
30745,1.505
30746,1.612
30747,1.625
30748,1.646
30749,1.668
30750,1.539
30751,1.453
30752,1.591
30753,1.655
30754,2.12
30755,1.869
30756,2.188
30757,2.006
30758,1.892
30759,2.029
30760,1.96
30761,1.938
30762,2.006
30763,1.846
30764,2.257
30765,2.188
30766,2.143
30767,2.074
30768,2.28
30769,2.052
30770,2.188
30771,2.211
30772,1.36
30773,1.449
30774,1.538
30775,1.605
30776,1.65
30777,1.672
30778,1.627
30779,1.65
30780,1.761
30781,1.784
30782,1.828
30783,1.761
30784,1.828
30785,1.717
30786,1.806
30787,1.65
30788,1.65
30789,1.694
30790,1.36
30791,1.404
30792,1.605
30793,1.315
30794,1.627
30795,1.739
30796,1.806
30797,1.806
30798,1.828
30799,1.717
30800,1.672
30801,1.717
30802,1.717
30803,1.694
30804,1.694
30805,1.65
30806,1.627
30807,1.583
30808,1.561
30809,1.627
30810,1.605
30811,1.516
30812,1.471
30813,1.449
30814,1.561
30815,1.471
30816,1.917
30817,1.784
30818,1.784
30819,1.65
30820,1.739
30821,1.605
30822,1.538
30823,1.605
30824,1.561
30825,1.672
30826,1.538
30827,1.516
30828,1.761
30829,1.717
30830,1.6385
30831,1.6055
30832,1.404
30833,1.627
30834,1.494
30835,1.516
30836,1.4380000000000002
30837,1.605
30838,1.538
30839,1.672
30840,1.65
30841,1.672
30842,1.494
30843,1.717
30844,1.605
30845,1.605
30846,1.494
30847,2.029
30848,1.739
30849,2.163
30850,1.984
30851,1.806
30852,1.605
30853,1.694
30854,2.366
30855,2.672
30856,2.774
30857,2.443
30858,2.723
30859,2.57
30860,2.341
30861,2.407
30862,2.417
30863,2.12
30864,1.921
30865,1.621
30866,2.22
30867,1.921
30868,2.22
30869,2.22
30870,2.145
30871,2.27
30872,2.245
30873,2.22
30874,2.295
30875,1.996
30876,2.07
30877,1.971
30878,1.846
30879,1.397
30880,1.422
30881,2.495
30882,1.746
30883,2.12
30884,1.671
30885,2.07
30886,2.345
30887,2.22
30888,2.02
30889,2.095
30890,2.095
30891,2.195
30892,2.27
30893,1.971
30894,2.12
30895,2.17
30896,2.17
30897,2.295
30898,1.571
30899,2.12
30900,1.546
30901,1.846
30902,1.696
30903,2.17
30904,2.17
30905,1.971
30906,2.145
30907,2.07
30908,2.12
30909,2.345
30910,2.17
30911,2.145
30912,2.145
30913,2.12
30914,2.27
30915,1.621
30916,1.946
30917,2.12
30918,2.095
30919,2.32
30920,2.095
30921,2.12
30922,1.996
30923,2.07
30924,1.821
30925,2.145
30926,1.821
30927,1.796
30928,1.422
30929,1.497
30930,1.946
30931,1.746
30932,1.521
30933,1.521
30934,-1.692
30935,-1.062
30936,-1.215
30937,-2.358
30938,-3.429
30939,-3.492
30940,1.014
30941,1.213
30942,1.654
30943,1.635
30944,1.54
30945,1.734
30946,1.753
30947,2.156
30948,2.502
30949,1.948
30950,1.673
30951,2.071
30952,1.948
30953,2.038
30954,2.303
30955,2.251
30956,1.587
30957,1.611
30958,1.749
30959,1.834
30960,1.611
30961,1.739
30962,1.606
30963,1.578
30964,1.635
30965,1.696
30966,1.654
30967,1.848
30968,1.602
30969,1.687
30970,1.478
30971,1.526
30972,1.512
30973,1.706
30974,1.635
30975,1.896
30976,1.896
30977,1.72
30978,1.867
30979,1.82
30980,1.891
30981,1.914
30982,1.815
30983,1.8815
30984,2.061
30985,1.933
30986,1.848
30987,1.82
30988,2.066
30989,2.061
30990,2.0
30991,1.824
30992,1.81
30993,1.952
30994,2.038
30995,1.801
30996,1.602
30997,1.611
30998,1.531
30999,-0.117
31000,0.2
31001,-0.09
31002,-0.828
31003,-1.674
31004,-2.394
31005,2.18
31006,2.345
31007,2.157
31008,2.204
31009,2.251
31010,1.922
31011,1.876
31012,1.852
31013,1.922
31014,1.618
31015,1.922
31016,2.11
31017,1.852
31018,1.664
31019,1.969
31020,2.204
31021,1.664
31022,2.204
31023,2.133
31024,2.204
31025,2.298
31026,2.298
31027,2.157
31028,2.133
31029,2.133
31030,2.157
31031,2.133
31032,2.063
31033,2.087
31034,2.04
31035,2.063
31036,1.993
31037,1.969
31038,1.993
31039,1.946
31040,1.922
31041,1.899
31042,2.04
31043,2.227
31044,2.204
31045,2.227
31046,2.251
31047,2.204
31048,-3.341
31049,-2.807
31050,-3.465
31051,-4.5
31052,-4.995
31053,-5.499
31054,1.35
31055,1.489
31056,1.659
31057,1.544
31058,1.544
31059,1.544
31060,1.613
31061,1.521
31062,1.544
31063,1.636
31064,1.613
31065,1.498
31066,1.417
31067,1.334
31068,1.3445
31069,1.396
31070,1.522
31071,1.376
31072,1.355
31073,1.438
31074,1.2815
31075,1.2919999999999998
31076,1.2295
31077,1.2815
31078,1.188
31079,1.313
31080,1.438
31081,1.251
31082,1.271
31083,1.292
31084,1.376
31085,1.459
31086,1.417
31087,1.355
31088,1.386
31089,1.396
31090,1.376
31091,1.396
31092,1.376
31093,1.452
31094,1.913
31095,1.982
31096,1.5555
31097,1.313
31098,1.336
31099,1.636
31100,1.544
31101,1.567
31102,1.613
31103,1.544
31104,1.498
31105,1.59
31106,1.498
31107,1.452
31108,1.334
31109,1.251
31110,1.544
31111,1.659
31112,1.682
31113,1.797
31114,1.774
31115,1.705
31116,1.82
31117,1.751
31118,1.89
31119,1.959
31120,1.844
31121,1.613
31122,1.636
31123,1.336
31124,1.29
31125,1.167
31126,1.636
31127,1.429
31128,1.452
31129,1.567
31130,1.359
31131,1.567
31132,1.475
31133,1.498
31134,1.959
31135,1.89
31136,1.59
31137,-1.811
31138,-1.787
31139,-1.701
31140,-3.132
31141,-3.231
31142,-4.347
31143,1.989
31144,2.241
31145,2.124
31146,2.25
31147,2.137
31148,2.664
31149,2.722
31150,2.452
31151,2.16
31152,2.52
31153,2.25
31154,2.142
31155,2.07
31156,2.16
31157,2.272
31158,2.038
31159,2.205
31160,2.227
31161,2.025
31162,2.002
31163,2.137
31164,2.101
31165,2.083
31166,2.025
31167,2.07
31168,2.16
31169,2.317
31170,2.092
31171,2.362
31172,2.272
31173,2.542
31174,2.182
31175,2.011
31176,2.25
31177,2.092
31178,2.025
31179,2.317
31180,2.227
31181,2.205
31182,2.407
31183,2.16
31184,2.295
31185,2.272
31186,2.137
31187,1.935
31188,1.71
31189,1.71
31190,2.25
31191,2.047
31192,2.205
31193,2.587
31194,2.25
31195,2.295
31196,2.115
31197,2.115
31198,2.52
31199,2.25
31200,2.16
31201,2.137
31202,2.002
31203,1.687
31204,1.912
31205,1.935
31206,2.16
31207,2.227
31208,2.002
31209,2.205
31210,2.205
31211,2.151
31212,2.002
31213,-0.675
31214,-0.63
31215,-0.873
31216,-0.99
31217,-2.268
31218,-2.574
31219,2.601
31220,2.696
31221,2.672
31222,2.743
31223,2.696
31224,2.767
31225,2.767
31226,2.79
31227,2.804
31228,2.767
31229,2.956
31230,2.577
31231,2.53
31232,2.644
31233,2.483
31234,2.577
31235,2.648
31236,2.521
31237,2.672
31238,2.648
31239,2.672
31240,2.53
31241,2.601
31242,2.696
31243,2.686
31244,2.956
31245,2.625
31246,2.852
31247,2.696
31248,2.838
31249,2.838
31250,3.027
31251,2.762
31252,2.743
